"Time","Contracts","Funding Interval","Funding Rate"
"2022-12-24 09:00:00","TRXUSD Perpetual","8h","-0.030788%"
"2022-12-24 01:00:00","TRXUSD Perpetual","8h","-0.002281%"
"2022-12-23 17:00:00","TRXUSD Perpetual","8h","0.008039%"
"2022-12-23 09:00:00","TRXUSD Perpetual","8h","0.006496%"
"2022-12-23 01:00:00","TRXUSD Perpetual","8h","0.004257%"
"2022-12-22 17:00:00","TRXUSD Perpetual","8h","0.003481%"
"2022-12-22 09:00:00","TRXUSD Perpetual","8h","-0.002697%"
"2022-12-22 01:00:00","TRXUSD Perpetual","8h","-0.002825%"
"2022-12-21 17:00:00","TRXUSD Perpetual","8h","-0.005396%"
"2022-12-21 09:00:00","TRXUSD Perpetual","8h","0.004974%"
"2022-12-21 01:00:00","TRXUSD Perpetual","8h","0.010000%"
"2022-12-20 17:00:00","TRXUSD Perpetual","8h","-0.004012%"
"2022-12-20 09:00:00","TRXUSD Perpetual","8h","0.003811%"
"2022-12-20 01:00:00","TRXUSD Perpetual","8h","0.006481%"
"2022-12-19 17:00:00","TRXUSD Perpetual","8h","-0.006574%"
"2022-12-19 09:00:00","TRXUSD Perpetual","8h","-0.012537%"
"2022-12-19 01:00:00","TRXUSD Perpetual","8h","-0.010498%"
"2022-12-18 17:00:00","TRXUSD Perpetual","8h","-0.013882%"
"2022-12-18 09:00:00","TRXUSD Perpetual","8h","-0.053412%"
"2022-12-18 01:00:00","TRXUSD Perpetual","8h","-0.017879%"
"2022-12-17 17:00:00","TRXUSD Perpetual","8h","-0.022741%"
"2022-12-17 09:00:00","TRXUSD Perpetual","8h","-0.004648%"
"2022-12-17 01:00:00","TRXUSD Perpetual","8h","-0.000425%"
"2022-12-16 17:00:00","TRXUSD Perpetual","8h","0.007027%"
"2022-12-16 09:00:00","TRXUSD Perpetual","8h","0.010000%"
"2022-12-16 01:00:00","TRXUSD Perpetual","8h","0.010000%"
"2022-12-15 17:00:00","TRXUSD Perpetual","8h","0.010000%"
"2022-12-15 09:00:00","TRXUSD Perpetual","8h","0.010000%"
"2022-12-15 01:00:00","TRXUSD Perpetual","8h","0.010000%"
"2022-12-14 17:00:00","TRXUSD Perpetual","8h","0.010000%"
"2022-12-14 09:00:00","TRXUSD Perpetual","8h","0.010000%"
"2022-12-14 01:00:00","TRXUSD Perpetual","8h","0.010000%"
"2022-12-13 17:00:00","TRXUSD Perpetual","8h","-0.021247%"
"2022-12-13 09:00:00","TRXUSD Perpetual","8h","0.006592%"
"2022-12-13 01:00:00","TRXUSD Perpetual","8h","-0.002500%"
"2022-12-12 17:00:00","TRXUSD Perpetual","8h","-0.021739%"
"2022-12-12 09:00:00","TRXUSD Perpetual","8h","-0.003026%"
"2022-12-12 01:00:00","TRXUSD Perpetual","8h","-0.000582%"
"2022-12-11 17:00:00","TRXUSD Perpetual","8h","-0.009592%"
