"Time","Contracts","Funding Interval","Funding Rate"
"2022-07-04 17:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-07-04 09:00:00","ZILUSD Perpetual","8h","0.009112%"
"2022-07-04 01:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-07-03 17:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-07-03 09:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-07-03 01:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-07-02 17:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-07-02 09:00:00","ZILUSD Perpetual","8h","0.005894%"
"2022-07-02 01:00:00","ZILUSD Perpetual","8h","-0.003631%"
"2022-07-01 17:00:00","ZILUSD Perpetual","8h","0.001980%"
"2022-07-01 09:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-07-01 01:00:00","ZILUSD Perpetual","8h","-0.012891%"
"2022-06-30 17:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-30 09:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-30 01:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-29 17:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-29 09:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-29 01:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-28 17:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-28 09:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-28 01:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-27 17:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-27 09:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-27 01:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-26 17:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-26 09:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-26 01:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-25 17:00:00","ZILUSD Perpetual","8h","0.007791%"
"2022-06-25 09:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-25 01:00:00","ZILUSD Perpetual","8h","0.005072%"
"2022-06-24 17:00:00","ZILUSD Perpetual","8h","0.006847%"
"2022-06-24 09:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-24 01:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-23 17:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-23 09:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-23 01:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-22 17:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-22 09:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-22 01:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-21 17:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-21 09:00:00","ZILUSD Perpetual","8h","0.010000%"
"2022-06-21 01:00:00","ZILUSD Perpetual","8h","0.010000%"
