"Time","Contracts","Funding Interval","Funding Rate"
"2022-12-24 09:00:00","ETHUSD Perpetual","8h","0.010000%"
"2022-12-24 01:00:00","ETHUSD Perpetual","8h","0.010000%"
"2022-12-23 17:00:00","ETHUSD Perpetual","8h","0.010000%"
"2022-12-23 09:00:00","ETHUSD Perpetual","8h","0.010000%"
"2022-12-23 01:00:00","ETHUSD Perpetual","8h","0.004650%"
"2022-12-22 17:00:00","ETHUSD Perpetual","8h","0.010000%"
"2022-12-22 09:00:00","ETHUSD Perpetual","8h","0.010000%"
"2022-12-22 01:00:00","ETHUSD Perpetual","8h","0.010000%"
"2022-12-21 17:00:00","ETHUSD Perpetual","8h","0.010000%"
"2022-12-21 09:00:00","ETHUSD Perpetual","8h","0.010000%"
"2022-12-21 01:00:00","ETHUSD Perpetual","8h","0.010000%"
"2022-12-20 17:00:00","ETHUSD Perpetual","8h","0.010000%"
"2022-12-20 09:00:00","ETHUSD Perpetual","8h","0.007457%"
"2022-12-20 01:00:00","ETHUSD Perpetual","8h","-0.001474%"
"2022-12-19 17:00:00","ETHUSD Perpetual","8h","-0.007635%"
"2022-12-19 09:00:00","ETHUSD Perpetual","8h","-0.010667%"
"2022-12-19 01:00:00","ETHUSD Perpetual","8h","-0.009983%"
"2022-12-18 17:00:00","ETHUSD Perpetual","8h","-0.000254%"
"2022-12-18 09:00:00","ETHUSD Perpetual","8h","0.009813%"
"2022-12-18 01:00:00","ETHUSD Perpetual","8h","-0.000823%"
"2022-12-17 17:00:00","ETHUSD Perpetual","8h","-0.005366%"
"2022-12-17 09:00:00","ETHUSD Perpetual","8h","-0.010598%"
"2022-12-17 01:00:00","ETHUSD Perpetual","8h","-0.003772%"
"2022-12-16 17:00:00","ETHUSD Perpetual","8h","0.003666%"
"2022-12-16 09:00:00","ETHUSD Perpetual","8h","0.005993%"
"2022-12-16 01:00:00","ETHUSD Perpetual","8h","0.007569%"
"2022-12-15 17:00:00","ETHUSD Perpetual","8h","0.009346%"
"2022-12-15 09:00:00","ETHUSD Perpetual","8h","0.010000%"
